輸入檔案,偵測結果,,
Sporontone005.jpg,Sporontone: 0.5784,Sporontone,1
Sporontone006.jpg,Sporontone: 0.8731,Sporontone,1
Sporontone007.jpg,Sporontone: 0.6732,Sporontone,1
Sporontone008.jpg,Sporontone: 0.6454,Sporontone,1
Sporontone009.jpg,Sporontone: 0.7469,Sporontone,1
Sporontone010.jpg,Sporontone: 0.5883,Sporontone,1
Sporontone011.jpg,Sporontone: 0.5927,Sporontone,1
Sporontone012.jpg,Sporontone: 0.9526,Sporontone,1
Sporontone013.jpg,Sporontone: 0.6366,Sporontone,1
Sporontone014.jpg,Sporontone: 0.8048,Sporontone,1
Sporontone015.jpg,Sporontone: 0.7509,Sporontone,1
Sporontone016.jpg,Sporontone: 0.7268,Sporontone,1
Sporontone017.jpg,Sporontone: 0.6689,Sporontone,1
Sporontone018.jpg,Sporontone: 0.5965,Sporontone,1
Sporontone019.jpg,Sporontone: 0.9082,Sporontone,1
Sporontone020.jpg,Sporontone: 0.5965,Sporontone,1
Sporontone021.jpg,Sporontone: 0.8208,Sporontone,1
Sporontone022.jpg,NA,Sporontone,#VALUE!
Sporontone023.jpg,Sporontone: 0.9057,Sporontone,1
Sporontone024.jpg,Propranolol: 0.5642,Sporontone,#VALUE!
Sporontone025.jpg,Sporontone: 0.7830,Sporontone,1
Sporontone026.jpg,NA,Sporontone,#VALUE!
Sporontone027.jpg,NA,Sporontone,#VALUE!
Sporontone028.jpg,NA,Sporontone,#VALUE!
Sporontone029.jpg,Propranolol: 0.5350,Sporontone,#VALUE!
Sporontone030.jpg,Propranolol: 0.6627,Sporontone,#VALUE!
Sporontone031.jpg,Propranolol: 0.6539,Sporontone,#VALUE!
Sporontone032.jpg,Propranolol: 0.6585,Sporontone,#VALUE!
Sporontone033.jpg,Propranolol: 0.6539,Sporontone,#VALUE!
Sporontone034.jpg,Sporontone: 0.8324,Sporontone,1
Sporontone035.jpg,Sporontone: 0.6794,Sporontone,1
Sporontone036.jpg,Sporontone: 0.7203,Sporontone,1
Sporontone037.jpg,Sporontone: 0.7561,Sporontone,1
Sporontone038.jpg,Sporontone: 0.7966,Sporontone,1
Sporontone039.jpg,Propranolol: 0.6148,Sporontone,#VALUE!
Sporontone040.jpg,NA,Sporontone,#VALUE!
Sporontone041.jpg,Propranolol: 0.6390,Sporontone,#VALUE!
Sporontone042.jpg,Propranolol: 0.6390,Sporontone,#VALUE!
Sporontone043.jpg,NA,Sporontone,#VALUE!
Sporontone044.jpg,Sporontone: 0.8070,Sporontone,1
Sporontone045.jpg,Sporontone: 0.7939,Sporontone,1
Sporontone046.jpg,Sporontone: 0.5502,Sporontone,1
Sporontone047.jpg,Sporontone: 0.5154,Sporontone,1
Sporontone048.jpg,Sporontone: 0.7232,Sporontone,1
Sporontone049.jpg,NA,Sporontone,#VALUE!
Sporontone050.jpg,NA,Sporontone,#VALUE!
Sporontone051.jpg,Sporontone: 0.6136,Sporontone,1
Sporontone052.jpg,Sporontone: 0.6802,Sporontone,1
Sporontone053.jpg,Sporontone: 0.7637,Sporontone,1
Sporontone054.jpg,Sporontone: 0.6408,Sporontone,1
Sporontone055.jpg,Sporontone: 0.7143,Sporontone,1
Sporontone056.jpg,Sporontone: 0.9212,Sporontone,1
Sporontone057.jpg,Sporontone: 0.6957,Sporontone,1
Sporontone058.jpg,Sporontone: 0.6261,Sporontone,1
Sporontone059.jpg,Sporontone: 0.6532,Sporontone,1
Sporontone060.jpg,Sporontone: 0.8567,Sporontone,1
Sporontone061.jpg,NA,Sporontone,#VALUE!
Sporontone062.jpg,NA,Sporontone,#VALUE!
Sporontone063.jpg,NA,Sporontone,#VALUE!
Sporontone064.jpg,NA,Sporontone,#VALUE!
Sporontone065.jpg,Sporontone: 0.7101,Sporontone,1
Sporontone066.jpg,NA,Sporontone,#VALUE!
Sporontone067.jpg,Sporontone: 0.8222,Sporontone,1
Sporontone068.jpg,Sporontone: 0.5513,Sporontone,1
Sporontone069.jpg,Sporontone: 0.6143,Sporontone,1
Sporontone070.jpg,Sporontone: 0.5754,Sporontone,1
Sporontone071.jpg,NA,Sporontone,#VALUE!
Sporontone072.jpg,Sporontone: 0.8396,Sporontone,1
Sporontone073.jpg,Sporontone: 0.5542,Sporontone,1
Sporontone074.jpg,Sporontone: 0.8779,Sporontone,1
Sporontone075.jpg,Sporontone: 0.8202,Sporontone,1
Sporontone076.jpg,Sporontone: 0.8168,Sporontone,1
Sporontone077.jpg,Sporontone: 0.8496,Sporontone,1
Sporontone078.jpg,Sporontone: 0.7266,Sporontone,1
Sporontone079.jpg,Sporontone: 0.5546,Sporontone,1
Tritace000.jpg,NA,Tritace,#VALUE!
Tritace001.jpg,NA,Tritace,#VALUE!
Tritace002.jpg,Tritace: 0.6753,Tritace,1
Tritace003.jpg,Tritace: 0.6726,Tritace,1
Tritace004.jpg,Tritace: 0.7198,Tritace,1
Tritace005.jpg,Tritace: 0.7345,Tritace,1
Tritace006.jpg,Tritace: 0.8155,Tritace,1
Tritace007.jpg,Tritace: 0.9496,Tritace,1
Tritace008.jpg,Tritace: 0.7037,Tritace,1
Tritace009.jpg,Tritace: 0.5480,Tritace,1
Tritace010.jpg,Tritace: 0.6667,Tritace,1
Tritace011.jpg,Tritace: 0.6461,Tritace,1
Tritace012.jpg,Tritace: 0.6769,Tritace,1
Tritace013.jpg,Tritace: 0.6842,Tritace,1
Tritace014.jpg,Tritace: 0.7419,Tritace,1
Tritace015.jpg,Tritace: 0.6331,Tritace,1
Tritace016.jpg,Tritace: 0.7436,Tritace,1
Tritace017.jpg,Tritace: 0.5463,Tritace,1
Tritace018.jpg,Tritace: 0.8623,Tritace,1
Tritace019.jpg,Tritace: 0.5779,Tritace,1
Tritace020.jpg,NA,Tritace,#VALUE!
Tritace021.jpg,NA,Tritace,#VALUE!
Tritace022.jpg,NA,Tritace,#VALUE!
Tritace023.jpg,Tritace: 0.7334,Tritace,1
Tritace024.jpg,Tritace: 0.6640,Tritace,1
Tritace025.jpg,Tritace: 0.8616,Tritace,1
Tritace026.jpg,NA,Tritace,#VALUE!
Tritace027.jpg,Tritace: 0.5611,Tritace,1
Tritace028.jpg,Tritace: 0.6330,Tritace,1
Tritace029.jpg,Tritace: 0.6921,Tritace,1
Tritace030.jpg,Tritace: 0.5772,Tritace,1
Tritace031.jpg,Tritace: 0.8196,Tritace,1
Tritace032.jpg,Tritace: 0.7046,Tritace,1
Tritace033.jpg,NA,Tritace,#VALUE!
Tritace034.jpg,Tritace: 0.8092,Tritace,1
Tritace035.jpg,Tritace: 0.7222,Tritace,1
Tritace036.jpg,Tritace: 0.8428,Tritace,1
Tritace037.jpg,Tritace: 0.7290,Tritace,1
Tritace038.jpg,Tritace: 0.8455,Tritace,1
Tritace039.jpg,Tritace: 0.8591,Tritace,1
Tritace040.jpg,Tritace: 0.8404,Tritace,1
Tritace041.jpg,Tritace: 0.7826,Tritace,1
Tritace042.jpg,Tritace: 0.9388,Tritace,1
Tritace043.jpg,Tritace: 0.9505,Tritace,1
Tritace044.jpg,NA,Tritace,#VALUE!
Tritace045.jpg,Tritace: 0.9363,Tritace,1
Tritace046.jpg,Tritace: 0.9505,Tritace,1
Tritace047.jpg,Tritace: 0.8100,Tritace,1
Tritace048.jpg,Tritace: 0.5541,Tritace,1
Tritace049.jpg,Tritace: 0.5893,Tritace,1
Tritace050.jpg,Tritace: 0.7295,Tritace,1
Tritace051.jpg,NA,Tritace,#VALUE!
Tritace052.jpg,Tritace: 0.5132,Tritace,1
Tritace053.jpg,NA,Tritace,#VALUE!
Tritace054.jpg,Tritace: 0.5404,Tritace,1
Tritace055.jpg,Tritace: 0.7380,Tritace,1
Tritace056.jpg,NA,Tritace,#VALUE!
Tritace057.jpg,Tritace: 0.5499,Tritace,1
Tritace058.jpg,Tritace: 0.7076,Tritace,1
Tritace059.jpg,Tritace: 0.6491,Tritace,1
Tritace060.jpg,Tritace: 0.5722,Tritace,1
Tritace061.jpg,NA,Tritace,#VALUE!
Tritace062.jpg,Tritace: 0.5403,Tritace,1
Tritace063.jpg,Tritace: 0.6345,Tritace,1
Tritace064.jpg,Tritace: 0.7424,Tritace,1
Tritace065.jpg,Tritace: 0.6753,Tritace,1
Tritace066.jpg,Tritace: 0.5575,Tritace,1
Tritace067.jpg,Tritace: 0.7631,Tritace,1
Tritace068.jpg,Tritace: 0.6660,Tritace,1
Tritace069.jpg,NA,Tritace,#VALUE!
Tritace070.jpg,Tritace: 0.7424,Tritace,1
Tritace071.jpg,Tritace: 0.6915,Tritace,1
Tritace072.jpg,Tritace: 0.6873,Tritace,1
Tritace073.jpg,Tritace: 0.7818,Tritace,1
Tritace074.jpg,Tritace: 0.5368,Tritace,1
Tritace075.jpg,Tritace: 0.6874,Tritace,1
Tritace076.jpg,Tritace: 0.6936,Tritace,1
Tritace077.jpg,NA,Tritace,#VALUE!
Tritace078.jpg,Tritace: 0.7509,Tritace,1
Tritace079.jpg,Tritace: 0.5977,Tritace,1
Tritace080.jpg,NA,Tritace,#VALUE!
Tritace081.jpg,Tritace: 0.6363,Tritace,1
Tritace082.jpg,Tritace: 0.7476,Tritace,1
Tritace083.jpg,Tritace: 0.5745,Tritace,1
Tritace084.jpg,Tritace: 0.7111,Tritace,1
Tritace085.jpg,Tritace: 0.7203,Tritace,1
Tritace086.jpg,Tritace: 0.6590,Tritace,1
Tritace087.jpg,NA,Tritace,#VALUE!
Tritace088.jpg,Tritace: 0.5216,Tritace,1
Tritace089.jpg,Tritace: 0.7166,Tritace,1
Tritace090.jpg,Tritace: 0.5609,Tritace,1
Tritace091.jpg,Tritace: 0.9614,Tritace,1
Tritace092.jpg,Tritace: 0.8065,Tritace,1
Tritace093.jpg,Tritace: 0.8238,Tritace,1
Tritace094.jpg,Tritace: 0.8704,Tritace,1
Tritace095.jpg,Tritace: 0.5141,Tritace,1
Tritace096.jpg,Tritace: 0.6685,Tritace,1
Tritace097.jpg,Tritace: 0.6679,Tritace,1
Tritace098.jpg,Tritace: 0.6105,Tritace,1
Tritace099.jpg,Tritace: 0.6151,Tritace,1
Tritace100.jpg,NA,Tritace,#VALUE!
Tritace101.jpg,Tritace: 0.5459,Tritace,1
Tritace102.jpg,NA,Tritace,#VALUE!
Tritace103.jpg,NA,Tritace,#VALUE!
Tritace104.jpg,Tritace: 0.7937,Tritace,1
Weson000.jpg,NA,Weson,#VALUE!
Weson001.jpg,Weson: 0.8025,Weson,1
Weson002.jpg,NA,Weson,#VALUE!
Weson003.jpg,NA,Weson,#VALUE!
Weson004.jpg,NA,Weson,#VALUE!
Weson005.jpg,NA,Weson,#VALUE!
Weson006.jpg,NA,Weson,#VALUE!
Weson007.jpg,NA,Weson,#VALUE!
Weson008.jpg,NA,Weson,#VALUE!
Weson009.jpg,Weson: 0.8067,Weson,1
Weson010.jpg,Weson: 0.9090,Weson,1
Weson011.jpg,Weson: 0.8115,Weson,1
Weson012.jpg,Weson: 0.8226,Weson,1
Weson013.jpg,NA,Weson,#VALUE!
Weson014.jpg,NA,Weson,#VALUE!
